"Year","Afghanistan","Angola","Albania","UnitedArabEmirates","Argentina","Armenia","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","BurkinaFaso","Bangladesh","Bulgaria","Bahrain","BosniaandHerzegovina","Belarus","Bolivia(PlurinationalStateof)","Brazil","Barbados","Botswana","CentralAfricanRepublic","Canada","Switzerland","Chile","China","Côted'Ivoire","Cameroon","D.R.oftheCongo","Congo","Colombia","Comoros","CaboVerde","CostaRica","Czechoslovakia","Cuba","Cyprus","CzechRepublic","Germany","Djibouti","Dominica","Denmark","DominicanRepublic","Algeria","Ecuador","Egypt","Spain","Estonia","Ethiopia","Finland","France","Gabon","UnitedKingdom","Georgia","Ghana","Guinea","Gambia","Guinea-Bissau","EquatorialGuinea","Greece","Guatemala","ChinaHongKongSAR","Honduras","Croatia","Haiti","Hungary","Indonesia","India","Ireland","Iran(IslamicRepublicof)","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyzstan","Cambodia","RepublicofKorea","Kuwait","LaoPeople'sDR","Lebanon","Liberia","Libya","SaintLucia","SriLanka","Lesotho","Lithuania","Luxembourg","Latvia","Morocco","RepublicofMoldova","Madagascar","Mexico","TFYRofMacedonia","Mali","Malta","Myanmar","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","Namibia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","NewZealand","Oman","Pakistan","Panama","Peru","Philippines","Poland","PuertoRico","D.P.R.ofKorea","Portugal","Paraguay","StateofPalestine","Qatar","Romania","RussianFederation","Rwanda","SaudiArabia","Sudan(Former)","Senegal","Singapore","SierraLeone","ElSalvador","Serbia","SaoTomeandPrincipe","FormerUSSR","Slovakia","Slovenia","Sweden","Swaziland","Seychelles","SyrianArabRepublic","Chad","Togo","Thailand","Tajikistan","Turkmenistan","TrinidadandTobago","Tunisia","Turkey","TaiwanProvinceofChina","U.R.ofTanzania:Mainland","Uganda","Ukraine","Uruguay","UnitedStates","Uzbekistan","Venezuela(BolivarianRepublicof)","VietNam","Yemen","FormerYugoslavia","SouthAfrica","Zambia","Zimbabwe"
"1459","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1761","","1599","","","","","","","","","","","","","","","","","","","","","3495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2305","","","","","","","","","869","","","","","","","","","","","","","","","","","","","","","1787","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460","","","","","","","","","","","","","","","","","","","","","","","","","","","1324","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1598","","","","","","","","","","","","","","","","","","","","","3664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2322","","","","","","","","","858","","","","","","","","","","","","","","","","","","","","","1690","","","","","","","","","","","","","","","","","","","","","","","","",""
"1461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","1603","","","","","","","","","","","","","","","","","","","","","3664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2262","","","","","","","","","846","","","","","","","","","","","","","","","","","","","","","1707","","","","","","","","","","","","","","","","","","","","","","","","",""
"1462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","1752","","","","","","","","","","","","","","","","","","","","","3502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2369","","","","","","","","","835","","","","","","","","","","","","","","","","","","","","","1760","","","","","","","","","","","","","","","","","","","","","","","","",""
"1463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1772","","","","","","","","","","","","","","","","","","","","","3356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2363","","","","","","","","","822","","","","","","","","","","","","","","","","","","","","","1940","","","","","","","","","","","","","","","","","","","","","","","","",""
"1464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1615","","","","","","","","","","","","","","","","","","","","","2957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2357","","","","","","","","","811","","","","","","","","","","","","","","","","","","","","","1870","","","","","","","","","","","","","","","","","","","","","","","","",""
"1465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1340","","","","1710","","1567","","","","","","","","","","","","","","","","","","","","","2934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2439","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","1804","","","","","","","","","","","","","","","","","","","","","","","","",""
"1466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1554","","","","","","","","","","","","","","","","","","","","","2934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2339","","","","","","","","","789","","","","","","","","","","","","","","","","","","","","","1873","","","","","","","","","","","","","","","","","","","","","","","","",""
"1467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1600","","","","","","","","","","","","","","","","","","","","","2988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2292","","","","","","","","","789","","","","","","","","","","","","","","","","","","","","","1970","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1669","","","","","","","","","","","","","","","","","","","","","3141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2249","","","","","","","","","791","","","","","","","","","","","","","","","","","","","","","2263","","","","","","","","","","","","","","","","","","","","","","","","",""
"1469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","1645","","","","","","","","","","","","","","","","","","","","","3187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2278","","","","","","","","","791","","","","","","","","","","","","","","","","","","","","","1436","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","","","","","","","","","","","","","","","","","","","","","","","","","","","1341","","","","","","","","","","","","","","","","","","","","","","","","","1728","","1597","","","","","","","","","","","","","","","","","","","","","3387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2280","","","","","","","","","791","","","","","","","","","","","","","","","","","","","","","1529","","","","","","","","","","","","","","","","","","","","","","","","",""
"1471","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1525","","","","","","","","","","","","","","","","","","","","","3333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2238","","","","","","","","","789","","","","","","","","","","","","","","","","","","","","","1812","","","","","","","","","","","","","","","","","","","","","","","","",""
"1472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779","","1575","","","","","","","","","","","","","","","","","","","","","3149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2335","","","","","","","","","792","","","","","","","","","","","","","","","","","","","","","1704","","","","","","","","","","","","","","","","","","","","","","","","",""
"1473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779","","1560","","","","","","","","","","","","","","","","","","","","","2880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2358","","","","","","","","","802","","","","","","","","","","","","","","","","","","","","","1546","","","","","","","","","","","","","","","","","","","","","","","","",""
